raw_transaction_string,category_label
POS SALE CAFE 836,Coffee/Dining
ELEC BILL,Utilities
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
PAYROLL LOC:EAST1661,Transfer/Income
VISA POS LYFT,Transport
CARD PURCHASE WHOLE FOODS,Groceries
EFT BEST BUY,Shopping
EFT PUMP ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE RALPHS,Groceries
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE BEST BUY ID:GEWT57297732507583,Shopping
SALARY,Transfer/Income
POS SALE MCDONALDS,Coffee/Dining
VISA POS RESTAURANT,Coffee/Dining
DEBIT PURCHASE TOLL,Transport
EFT RALPHS,Groceries
POS SALE STARBUCKS,Coffee/Dining
EFT APPLE STORE,Shopping
POS SALE GAS STATION,Fuel/Gas
VENMO CASH IN 836,Transfer/Income
SALARY 836,Transfer/Income
VISA POS BEST BUY LOC:EAST1661,Shopping
POS SALE BEST BUY,Shopping
POS SALE TRADER JOES,Groceries
SALARY,Transfer/Income
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE CHEVRON LOC:EAST1661,Fuel/Gas
VISA POS MCDONALDS,Coffee/Dining
TRANSFER,Transfer/Income
DEBIT PURCHASE STARBUCKS 836,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
EFT SUSHI,Coffee/Dining
VISA POS SUSHI,Coffee/Dining
EFT GAS STATION,Fuel/Gas
DEBIT PURCHASE CAFE 836,Coffee/Dining
PAYROLL,Transfer/Income
TRANSFER,Transfer/Income
DEBIT PURCHASE TRADER JOES,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
EFT MCDONALDS LOC:EAST1661,Coffee/Dining
VISA POS AMAZON.COM ID:GEWT57297732507583,Shopping
DEBIT PURCHASE MARKET,Groceries
DEBIT PURCHASE UBER TRIP ID:GEWT57297732507583,Transport
CARD PURCHASE DOCTOR 836,Health/Fitness
EFT GROCERY ID:GEWT57297732507583,Groceries
EFT RESTAURANT,Coffee/Dining
VISA POS RALPHS ID:GEWT57297732507583,Groceries
EFT RALPHS ID:GEWT57297732507583,Groceries
DEBIT PURCHASE MCDONALDS,Coffee/Dining
VENMO CASH IN 836,Transfer/Income
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE RALPHS T:071098,Groceries
EFT RESTAURANT,Coffee/Dining
VISA POS CAFE ID:GEWT57297732507583,Coffee/Dining
EFT WHOLE FOODS,Groceries
EFT RESTAURANT,Coffee/Dining
DEBIT PURCHASE MARKET T:071098,Groceries
DEBIT PURCHASE RESTAURANT 836,Coffee/Dining
DEBIT PURCHASE TARGET LOC:EAST1661,Shopping
CARD PURCHASE RALPHS,Groceries
POS SALE PUMP T:071098,Fuel/Gas
EFT CHEVRON,Fuel/Gas
VISA POS MARKET ID:GEWT57297732507583,Groceries
CARD PURCHASE UBER TRIP,Transport
EFT PUMP,Fuel/Gas
POS SALE METRO RAIL,Transport
CARD PURCHASE TRADER JOES,Groceries
CABLE LOC:EAST1661,Utilities
EFT UBER TRIP,Transport
CABLE ID:GEWT57297732507583,Utilities
POS SALE MARKET 836,Groceries
CARD PURCHASE PUMP 836,Fuel/Gas
CARD PURCHASE MARKET ID:GEWT57297732507583,Groceries
CARD PURCHASE PIZZA,Coffee/Dining
VISA POS MARKET T:071098,Groceries
WATER SERVICE,Utilities
CARD PURCHASE UBER TRIP,Transport
EFT AMAZON.COM,Shopping
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
POS SALE RALPHS,Groceries
DEBIT PURCHASE TRADER JOES,Groceries
SALARY T:071098,Transfer/Income
CARD PURCHASE MCDONALDS T:071098,Coffee/Dining
DEBIT PURCHASE PHARMACY,Health/Fitness
PAYROLL,Transfer/Income
CARD PURCHASE PIZZA 836,Coffee/Dining
EFT GYM MEMBERSHIP,Health/Fitness
VISA POS BEST BUY,Shopping
DEBIT PURCHASE MARKET,Groceries
POS SALE SUSHI LOC:EAST1661,Coffee/Dining
VISA POS RETAIL,Shopping
PAYROLL 836,Transfer/Income
DEBIT PURCHASE STARBUCKS,Coffee/Dining
POS SALE PIZZA ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE EXXON,Fuel/Gas
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE RETAIL T:071098,Shopping
DEBIT PURCHASE RETAIL ID:GEWT57297732507583,Shopping
VISA POS GAS STATION LOC:EAST1661,Fuel/Gas
EFT TARGET T:071098,Shopping
VISA POS RALPHS,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
TRANSFER T:071098,Transfer/Income
VISA POS UBER TRIP LOC:EAST1661,Transport
POS SALE RETAIL,Shopping
CARD PURCHASE BEST BUY,Shopping
SALARY,Transfer/Income
DEBIT PURCHASE RALPHS,Groceries
POS SALE TARGET LOC:EAST1661,Shopping
DEBIT PURCHASE STARBUCKS,Coffee/Dining
SALARY,Transfer/Income
POS SALE AMAZON.COM LOC:EAST1661,Shopping
DEBIT PURCHASE SUSHI T:071098,Coffee/Dining
POS SALE PUMP,Fuel/Gas
CARD PURCHASE CAFE T:071098,Coffee/Dining
EFT GROCERY 836,Groceries
CARD PURCHASE APPLE STORE,Shopping
VISA POS STARBUCKS,Coffee/Dining
DEBIT PURCHASE SUSHI 836,Coffee/Dining
VISA POS APPLE STORE,Shopping
SALARY 836,Transfer/Income
EFT MCDONALDS,Coffee/Dining
DEBIT PURCHASE TOLL LOC:EAST1661,Transport
COMCAST,Utilities
VISA POS PUMP ID:GEWT57297732507583,Fuel/Gas
VISA POS SUSHI 836,Coffee/Dining
EFT MCDONALDS 836,Coffee/Dining
VISA POS RETAIL T:071098,Shopping
VISA POS STARBUCKS LOC:EAST1661,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE TRADER JOES T:071098,Groceries
CARD PURCHASE MARKET,Groceries
SALARY T:071098,Transfer/Income
VISA POS APPLE STORE,Shopping
EFT GAS STATION,Fuel/Gas
POS SALE MCDONALDS,Coffee/Dining
EFT APPLE STORE T:071098,Shopping
POS SALE LYFT,Transport
CARD PURCHASE RALPHS 836,Groceries
DEBIT PURCHASE WHOLE FOODS T:071098,Groceries
POS SALE APPLE STORE,Shopping
VISA POS AMAZON.COM T:071098,Shopping
CARD PURCHASE GROCERY,Groceries
EFT TOLL T:071098,Transport
POS SALE TARGET LOC:EAST1661,Shopping
TRANSFER,Transfer/Income
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE RETAIL,Shopping
EFT RALPHS,Groceries
WATER SERVICE 836,Utilities
POS SALE WHOLE FOODS,Groceries
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE TARGET,Shopping
EFT RALPHS,Groceries
COMCAST LOC:EAST1661,Utilities
DEBIT PURCHASE UBER TRIP LOC:EAST1661,Transport
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
SALARY LOC:EAST1661,Transfer/Income
CARD PURCHASE WHOLE FOODS T:071098,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE WHOLE FOODS ID:GEWT57297732507583,Groceries
EFT WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
EFT GAS STATION,Fuel/Gas
DEBIT PURCHASE BEST BUY ID:GEWT57297732507583,Shopping
EFT SHELL GAS,Fuel/Gas
CABLE,Utilities
VISA POS EXXON,Fuel/Gas
DEBIT PURCHASE GAS STATION ID:GEWT57297732507583,Fuel/Gas
VISA POS PHARMACY,Health/Fitness
VISA POS AMAZON.COM,Shopping
VISA POS TARGET,Shopping
EFT BEST BUY 836,Shopping
CARD PURCHASE APPLE STORE 836,Shopping
EFT STARBUCKS,Coffee/Dining
WATER SERVICE,Utilities
TRANSFER,Transfer/Income
POS SALE SHELL GAS T:071098,Fuel/Gas
DEBIT PURCHASE TRADER JOES,Groceries
CARD PURCHASE AMAZON.COM LOC:EAST1661,Shopping
VISA POS WHOLE FOODS,Groceries
CARD PURCHASE PHARMACY,Health/Fitness
VISA POS PHARMACY,Health/Fitness
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
VISA POS AMAZON.COM,Shopping
VENMO CASH IN,Transfer/Income
VENMO CASH IN LOC:EAST1661,Transfer/Income
POS SALE WHOLE FOODS,Groceries
VISA POS GROCERY LOC:EAST1661,Groceries
VISA POS RETAIL,Shopping
PAYROLL ID:GEWT57297732507583,Transfer/Income
VENMO CASH IN,Transfer/Income
VISA POS APPLE STORE,Shopping
POS SALE BEST BUY,Shopping
POS SALE MARKET T:071098,Groceries
POS SALE PUMP,Fuel/Gas
DEBIT PURCHASE RALPHS 836,Groceries
EFT APPLE STORE T:071098,Shopping
EFT SHELL GAS 836,Fuel/Gas
POS SALE SUSHI LOC:EAST1661,Coffee/Dining
CABLE,Utilities
VISA POS TARGET,Shopping
VISA POS GAS STATION,Fuel/Gas
VISA POS SUSHI T:071098,Coffee/Dining
EFT TOLL ID:GEWT57297732507583,Transport
EFT TRADER JOES,Groceries
CABLE,Utilities
DEBIT PURCHASE TRADER JOES,Groceries
EFT APPLE STORE,Shopping
DEBIT PURCHASE SUSHI,Coffee/Dining
POS SALE PHARMACY,Health/Fitness
EFT RESTAURANT,Coffee/Dining
CARD PURCHASE SUSHI,Coffee/Dining
POS SALE EXXON,Fuel/Gas
VISA POS BEST BUY 836,Shopping
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
VISA POS BEST BUY ID:GEWT57297732507583,Shopping
VISA POS PUMP,Fuel/Gas
POS SALE MARKET T:071098,Groceries
EFT TARGET,Shopping
VISA POS EXXON,Fuel/Gas
EFT WHOLE FOODS,Groceries
CARD PURCHASE UBER TRIP,Transport
EFT UBER TRIP,Transport
DEBIT PURCHASE APPLE STORE,Shopping
POS SALE RESTAURANT,Coffee/Dining
POS SALE WHOLE FOODS T:071098,Groceries
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE MARKET,Groceries
VISA POS AMAZON.COM,Shopping
POS SALE CHEVRON,Fuel/Gas
POS SALE WHOLE FOODS,Groceries
VISA POS METRO RAIL LOC:EAST1661,Transport
DEBIT PURCHASE BEST BUY,Shopping
EFT METRO RAIL ID:GEWT57297732507583,Transport
TRANSFER ID:GEWT57297732507583,Transfer/Income
POS SALE SUSHI,Coffee/Dining
CARD PURCHASE TRADER JOES T:071098,Groceries
CARD PURCHASE UBER TRIP 836,Transport
TRANSFER,Transfer/Income
DEBIT PURCHASE MCDONALDS,Coffee/Dining
DEBIT PURCHASE TOLL,Transport
CABLE ID:GEWT57297732507583,Utilities
EFT WHOLE FOODS,Groceries
VISA POS BEST BUY T:071098,Shopping
CARD PURCHASE TRADER JOES 836,Groceries
WATER SERVICE T:071098,Utilities
EFT METRO RAIL,Transport
VISA POS TARGET 836,Shopping
EFT SHELL GAS,Fuel/Gas
EFT RETAIL,Shopping
CARD PURCHASE CAFE,Coffee/Dining
EFT CAFE 836,Coffee/Dining
CARD PURCHASE LYFT T:071098,Transport
PAYROLL,Transfer/Income
CARD PURCHASE GROCERY ID:GEWT57297732507583,Groceries
POS SALE AMAZON.COM T:071098,Shopping
DEBIT PURCHASE RALPHS,Groceries
CARD PURCHASE AMAZON.COM T:071098,Shopping
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE CHEVRON,Fuel/Gas
VISA POS MARKET,Groceries
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
VISA POS PIZZA LOC:EAST1661,Coffee/Dining
EFT RALPHS,Groceries
POS SALE TARGET LOC:EAST1661,Shopping
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS CAFE,Coffee/Dining
EFT RALPHS 836,Groceries
CARD PURCHASE AMAZON.COM LOC:EAST1661,Shopping
DEBIT PURCHASE GROCERY,Groceries
EFT SUSHI,Coffee/Dining
AEP ID:GEWT57297732507583,Utilities
POS SALE GYM MEMBERSHIP,Health/Fitness
POS SALE RETAIL,Shopping
VISA POS GAS STATION,Fuel/Gas
SALARY LOC:EAST1661,Transfer/Income
VISA POS METRO RAIL,Transport
EFT METRO RAIL T:071098,Transport
DEBIT PURCHASE BEST BUY,Shopping
EFT RETAIL T:071098,Shopping
VISA POS MCDONALDS,Coffee/Dining
CARD PURCHASE DOCTOR ID:GEWT57297732507583,Health/Fitness
VISA POS APPLE STORE LOC:EAST1661,Shopping
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE TARGET ID:GEWT57297732507583,Shopping
VISA POS RALPHS ID:GEWT57297732507583,Groceries
VISA POS LYFT T:071098,Transport
VISA POS SUSHI T:071098,Coffee/Dining
POS SALE CHEVRON,Fuel/Gas
VISA POS GROCERY ID:GEWT57297732507583,Groceries
EFT TRADER JOES,Groceries
CARD PURCHASE TRADER JOES 836,Groceries
VENMO CASH IN T:071098,Transfer/Income
DEBIT PURCHASE BEST BUY LOC:EAST1661,Shopping
DEBIT PURCHASE RETAIL,Shopping
VISA POS BEST BUY LOC:EAST1661,Shopping
DEBIT PURCHASE UBER TRIP,Transport
POS SALE AMAZON.COM,Shopping
PAYROLL LOC:EAST1661,Transfer/Income
POS SALE GROCERY,Groceries
POS SALE WHOLE FOODS,Groceries
POS SALE RALPHS,Groceries
COMCAST,Utilities
VISA POS WHOLE FOODS 836,Groceries
CARD PURCHASE METRO RAIL,Transport
POS SALE MARKET LOC:EAST1661,Groceries
POS SALE RALPHS 836,Groceries
CARD PURCHASE MCDONALDS,Coffee/Dining
AEP,Utilities
VISA POS DOCTOR,Health/Fitness
DEBIT PURCHASE SUSHI T:071098,Coffee/Dining
CARD PURCHASE RALPHS,Groceries
WATER SERVICE LOC:EAST1661,Utilities
DEBIT PURCHASE TOLL,Transport
EFT MCDONALDS 836,Coffee/Dining
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
VISA POS RALPHS,Groceries
POS SALE RALPHS,Groceries
SALARY LOC:EAST1661,Transfer/Income
AEP,Utilities
TRANSFER,Transfer/Income
DEBIT PURCHASE TARGET ID:GEWT57297732507583,Shopping
WATER SERVICE,Utilities
VISA POS MCDONALDS,Coffee/Dining
SALARY 836,Transfer/Income
PAYROLL,Transfer/Income
POS SALE TRADER JOES LOC:EAST1661,Groceries
EFT GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
AEP,Utilities
POS SALE CHEVRON,Fuel/Gas
POS SALE RALPHS,Groceries
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE AMAZON.COM,Shopping
SALARY LOC:EAST1661,Transfer/Income
EFT TARGET T:071098,Shopping
VISA POS DOCTOR,Health/Fitness
POS SALE RETAIL LOC:EAST1661,Shopping
VISA POS PUMP LOC:EAST1661,Fuel/Gas
VENMO CASH IN,Transfer/Income
SALARY,Transfer/Income
EFT RALPHS,Groceries
CARD PURCHASE RESTAURANT,Coffee/Dining
CARD PURCHASE MARKET,Groceries
EFT PUMP,Fuel/Gas
SALARY,Transfer/Income
VISA POS SHELL GAS,Fuel/Gas
EFT DOCTOR,Health/Fitness
POS SALE EXXON,Fuel/Gas
VISA POS TARGET,Shopping
VISA POS CAFE,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
POS SALE CHEVRON,Fuel/Gas
DEBIT PURCHASE MCDONALDS 836,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
POS SALE MCDONALDS,Coffee/Dining
WATER SERVICE ID:GEWT57297732507583,Utilities
EFT MARKET,Groceries
CARD PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE CHEVRON LOC:EAST1661,Fuel/Gas
DEBIT PURCHASE RETAIL T:071098,Shopping
ELEC BILL 836,Utilities
VISA POS STARBUCKS,Coffee/Dining
CARD PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
AEP,Utilities
DEBIT PURCHASE TRADER JOES,Groceries
DEBIT PURCHASE GAS STATION,Fuel/Gas
VISA POS RETAIL ID:GEWT57297732507583,Shopping
DEBIT PURCHASE GAS STATION,Fuel/Gas
DEBIT PURCHASE SUSHI,Coffee/Dining
DEBIT PURCHASE RALPHS,Groceries
POS SALE DOCTOR 836,Health/Fitness
POS SALE TOLL ID:GEWT57297732507583,Transport
CARD PURCHASE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE CAFE,Coffee/Dining
POS SALE GROCERY,Groceries
CARD PURCHASE METRO RAIL,Transport
POS SALE LYFT ID:GEWT57297732507583,Transport
POS SALE GYM MEMBERSHIP,Health/Fitness
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE RESTAURANT,Coffee/Dining
DEBIT PURCHASE GYM MEMBERSHIP,Health/Fitness
CARD PURCHASE AMAZON.COM LOC:EAST1661,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
EFT CAFE LOC:EAST1661,Coffee/Dining
CARD PURCHASE WHOLE FOODS T:071098,Groceries
TRANSFER,Transfer/Income
TRANSFER,Transfer/Income
POS SALE GROCERY 836,Groceries
DEBIT PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
EFT APPLE STORE ID:GEWT57297732507583,Shopping
DEBIT PURCHASE PUMP,Fuel/Gas
DEBIT PURCHASE METRO RAIL T:071098,Transport
EFT APPLE STORE T:071098,Shopping
EFT GROCERY,Groceries
VISA POS UBER TRIP,Transport
CARD PURCHASE RALPHS T:071098,Groceries
EFT CAFE ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE APPLE STORE LOC:EAST1661,Shopping
DEBIT PURCHASE MARKET T:071098,Groceries
POS SALE AMAZON.COM,Shopping
VISA POS CAFE,Coffee/Dining
CARD PURCHASE RESTAURANT,Coffee/Dining
POS SALE METRO RAIL,Transport
DEBIT PURCHASE TARGET,Shopping
POS SALE METRO RAIL,Transport
VISA POS CAFE ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
VISA POS TARGET,Shopping
EFT GROCERY LOC:EAST1661,Groceries
CARD PURCHASE WHOLE FOODS 836,Groceries
POS SALE WHOLE FOODS,Groceries
POS SALE WHOLE FOODS 836,Groceries
CARD PURCHASE CAFE T:071098,Coffee/Dining
VISA POS APPLE STORE,Shopping
ELEC BILL,Utilities
CARD PURCHASE AMAZON.COM 836,Shopping
SALARY LOC:EAST1661,Transfer/Income
VISA POS RESTAURANT,Coffee/Dining
CARD PURCHASE DOCTOR,Health/Fitness
VISA POS SUSHI,Coffee/Dining
WATER SERVICE,Utilities
EFT GYM MEMBERSHIP 836,Health/Fitness
VISA POS BEST BUY,Shopping
POS SALE WHOLE FOODS,Groceries
POS SALE TARGET,Shopping
DEBIT PURCHASE APPLE STORE T:071098,Shopping
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE TARGET LOC:EAST1661,Shopping
DEBIT PURCHASE APPLE STORE,Shopping
VISA POS PIZZA,Coffee/Dining
PAYROLL,Transfer/Income
VISA POS GROCERY,Groceries
CARD PURCHASE TARGET 836,Shopping
CARD PURCHASE RALPHS,Groceries
VISA POS MARKET 836,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
POS SALE GROCERY ID:GEWT57297732507583,Groceries
VISA POS APPLE STORE,Shopping
CARD PURCHASE TRADER JOES,Groceries
VISA POS RALPHS,Groceries
POS SALE GAS STATION 836,Fuel/Gas
WATER SERVICE T:071098,Utilities
SALARY 836,Transfer/Income
VISA POS BEST BUY ID:GEWT57297732507583,Shopping
DEBIT PURCHASE GROCERY,Groceries
POS SALE GAS STATION,Fuel/Gas
DEBIT PURCHASE SUSHI ID:GEWT57297732507583,Coffee/Dining
VISA POS PIZZA,Coffee/Dining
SALARY,Transfer/Income
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
VISA POS MARKET,Groceries
POS SALE TOLL T:071098,Transport
VISA POS GROCERY T:071098,Groceries
VISA POS STARBUCKS LOC:EAST1661,Coffee/Dining
VISA POS SUSHI,Coffee/Dining
EFT SUSHI ID:GEWT57297732507583,Coffee/Dining
DEBIT PURCHASE LYFT 836,Transport
VISA POS RETAIL T:071098,Shopping
DEBIT PURCHASE CAFE,Coffee/Dining
VISA POS SHELL GAS,Fuel/Gas
SALARY,Transfer/Income
EFT APPLE STORE ID:GEWT57297732507583,Shopping
POS SALE STARBUCKS,Coffee/Dining
EFT PIZZA,Coffee/Dining
POS SALE APPLE STORE ID:GEWT57297732507583,Shopping
VISA POS APPLE STORE T:071098,Shopping
DEBIT PURCHASE MARKET,Groceries
CARD PURCHASE CAFE,Coffee/Dining
VISA POS TARGET 836,Shopping
POS SALE BEST BUY ID:GEWT57297732507583,Shopping
EFT GROCERY,Groceries
VISA POS RALPHS,Groceries
POS SALE PIZZA 836,Coffee/Dining
VISA POS AMAZON.COM T:071098,Shopping
DEBIT PURCHASE TRADER JOES,Groceries
POS SALE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
EFT TOLL T:071098,Transport
VISA POS GAS STATION 836,Fuel/Gas
POS SALE STARBUCKS,Coffee/Dining
CARD PURCHASE CAFE 836,Coffee/Dining
CABLE,Utilities
POS SALE RESTAURANT LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE TARGET LOC:EAST1661,Shopping
EFT GYM MEMBERSHIP LOC:EAST1661,Health/Fitness
POS SALE EXXON,Fuel/Gas
VISA POS BEST BUY,Shopping
VISA POS CAFE,Coffee/Dining
DEBIT PURCHASE PIZZA,Coffee/Dining
POS SALE UBER TRIP,Transport
DEBIT PURCHASE BEST BUY,Shopping
POS SALE AMAZON.COM ID:GEWT57297732507583,Shopping
EFT GYM MEMBERSHIP,Health/Fitness
POS SALE TRADER JOES,Groceries
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE SHELL GAS,Fuel/Gas
VENMO CASH IN,Transfer/Income
CARD PURCHASE AMAZON.COM ID:GEWT57297732507583,Shopping
POS SALE CHEVRON 836,Fuel/Gas
EFT TRADER JOES ID:GEWT57297732507583,Groceries
DEBIT PURCHASE LYFT,Transport
VISA POS BEST BUY T:071098,Shopping
EFT SUSHI,Coffee/Dining
POS SALE SUSHI 836,Coffee/Dining
CARD PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE RESTAURANT,Coffee/Dining
EFT RETAIL T:071098,Shopping
DEBIT PURCHASE GAS STATION LOC:EAST1661,Fuel/Gas
VISA POS UBER TRIP 836,Transport
VISA POS LYFT LOC:EAST1661,Transport
EFT RESTAURANT,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
POS SALE CAFE,Coffee/Dining
CARD PURCHASE GAS STATION,Fuel/Gas
VISA POS RALPHS,Groceries
CABLE,Utilities
EFT STARBUCKS,Coffee/Dining
DEBIT PURCHASE TARGET,Shopping
EFT TOLL 836,Transport
EFT RALPHS,Groceries
CARD PURCHASE MARKET T:071098,Groceries
DEBIT PURCHASE MCDONALDS 836,Coffee/Dining
WATER SERVICE ID:GEWT57297732507583,Utilities
EFT TRADER JOES,Groceries
AEP 836,Utilities
VISA POS RETAIL,Shopping
POS SALE AMAZON.COM 836,Shopping
POS SALE MARKET,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
DEBIT PURCHASE TRADER JOES,Groceries
CARD PURCHASE TARGET,Shopping
DEBIT PURCHASE MARKET ID:GEWT57297732507583,Groceries
EFT RETAIL,Shopping
DEBIT PURCHASE SUSHI,Coffee/Dining
POS SALE CAFE,Coffee/Dining
EFT GAS STATION T:071098,Fuel/Gas
EFT RALPHS LOC:EAST1661,Groceries
VISA POS GROCERY,Groceries
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
VISA POS APPLE STORE,Shopping
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE SUSHI,Coffee/Dining
CARD PURCHASE RALPHS,Groceries
EFT STARBUCKS,Coffee/Dining
EFT EXXON,Fuel/Gas
EFT GROCERY,Groceries
VENMO CASH IN 836,Transfer/Income
PAYROLL,Transfer/Income
EFT AMAZON.COM 836,Shopping
DEBIT PURCHASE TARGET,Shopping
POS SALE BEST BUY T:071098,Shopping
EFT TARGET,Shopping
AEP 836,Utilities
POS SALE CAFE,Coffee/Dining
DEBIT PURCHASE RESTAURANT ID:GEWT57297732507583,Coffee/Dining
POS SALE WHOLE FOODS,Groceries
EFT PUMP,Fuel/Gas
CARD PURCHASE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
POS SALE WHOLE FOODS 836,Groceries
VISA POS RESTAURANT,Coffee/Dining
VISA POS TRADER JOES,Groceries
VISA POS RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE AMAZON.COM T:071098,Shopping
TRANSFER,Transfer/Income
EFT EXXON,Fuel/Gas
VISA POS BEST BUY,Shopping
EFT MARKET,Groceries
EFT RALPHS,Groceries
EFT SUSHI,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
WATER SERVICE,Utilities
DEBIT PURCHASE GAS STATION,Fuel/Gas
CARD PURCHASE AMAZON.COM T:071098,Shopping
DEBIT PURCHASE MARKET 836,Groceries
CARD PURCHASE MARKET,Groceries
COMCAST LOC:EAST1661,Utilities
EFT UBER TRIP,Transport
CARD PURCHASE RETAIL LOC:EAST1661,Shopping
EFT MCDONALDS 836,Coffee/Dining
VISA POS WHOLE FOODS,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
DEBIT PURCHASE DOCTOR,Health/Fitness
POS SALE RALPHS,Groceries
EFT TARGET 836,Shopping
CARD PURCHASE SHELL GAS,Fuel/Gas
VENMO CASH IN LOC:EAST1661,Transfer/Income
CARD PURCHASE MARKET,Groceries
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE TARGET,Shopping
VISA POS CHEVRON ID:GEWT57297732507583,Fuel/Gas
CARD PURCHASE APPLE STORE T:071098,Shopping
EFT PHARMACY ID:GEWT57297732507583,Health/Fitness
VISA POS MARKET,Groceries
TRANSFER ID:GEWT57297732507583,Transfer/Income
VISA POS TRADER JOES,Groceries
SALARY 836,Transfer/Income
POS SALE SUSHI,Coffee/Dining
EFT TRADER JOES ID:GEWT57297732507583,Groceries
EFT RESTAURANT,Coffee/Dining
DEBIT PURCHASE APPLE STORE,Shopping
CARD PURCHASE GAS STATION 836,Fuel/Gas
DEBIT PURCHASE TARGET,Shopping
EFT MARKET 836,Groceries
EFT PIZZA,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
SALARY,Transfer/Income
SALARY,Transfer/Income
CARD PURCHASE GAS STATION,Fuel/Gas
TRANSFER,Transfer/Income
POS SALE WHOLE FOODS,Groceries
VISA POS CAFE LOC:EAST1661,Coffee/Dining
VISA POS SHELL GAS LOC:EAST1661,Fuel/Gas
CARD PURCHASE APPLE STORE 836,Shopping
DEBIT PURCHASE GROCERY LOC:EAST1661,Groceries
CARD PURCHASE GROCERY,Groceries
EFT APPLE STORE ID:GEWT57297732507583,Shopping
POS SALE RETAIL,Shopping
VISA POS APPLE STORE ID:GEWT57297732507583,Shopping
VISA POS MARKET,Groceries
POS SALE MARKET,Groceries
VISA POS RETAIL,Shopping
EFT GROCERY LOC:EAST1661,Groceries
DEBIT PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
POS SALE WHOLE FOODS,Groceries
DEBIT PURCHASE GROCERY T:071098,Groceries
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
VISA POS GYM MEMBERSHIP,Health/Fitness
VENMO CASH IN LOC:EAST1661,Transfer/Income
DEBIT PURCHASE WHOLE FOODS,Groceries
DEBIT PURCHASE PIZZA,Coffee/Dining
TRANSFER T:071098,Transfer/Income
SALARY ID:GEWT57297732507583,Transfer/Income
TRANSFER LOC:EAST1661,Transfer/Income
